# timestamp,is_waterheater_on, temperature, height,water_demand,heatgain,load_state,waterheater_model
2020-01-01 00:43:30 PST,+0,+119.733,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:44:00 PST,+0,+119.73,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:44:30 PST,+0,+119.727,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:45:00 PST,+0,+119.724,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:45:30 PST,+0,+119.721,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:46:00 PST,+0,+119.718,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:46:30 PST,+0,+119.715,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:47:00 PST,+0,+119.712,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:47:30 PST,+0,+119.709,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:48:00 PST,+0,+119.706,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:48:30 PST,+0,+119.703,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:49:00 PST,+0,+119.7,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:49:30 PST,+0,+119.697,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:50:00 PST,+0,+119.694,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:50:30 PST,+0,+119.69,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:51:00 PST,+0,+119.687,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:51:30 PST,+0,+119.684,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:52:00 PST,+0,+119.681,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:52:30 PST,+0,+119.678,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:53:00 PST,+0,+119.675,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:53:30 PST,+0,+119.672,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:54:00 PST,+0,+119.669,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:54:30 PST,+0,+119.666,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:55:00 PST,+0,+119.663,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:55:30 PST,+0,+119.66,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:56:00 PST,+0,+119.657,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:56:30 PST,+0,+119.654,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:57:00 PST,+0,+119.651,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:57:30 PST,+0,+119.648,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:58:00 PST,+0,+119.645,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:58:30 PST,+0,+119.642,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 00:59:00 PST,+0,+119.639,+3.782,+0,+0,DEPLETING,ONEZNODE
